m,mean_stop_out,std_stop_out
1.0,0.3055266666666666,0.02923041558723206
1.2,0.2536,0.026678184294313942
1.4,0.20958333333333334,0.024541436926895328
1.4142135623730951,0.20532666666666666,0.023901939516358883
1.5811388300841898,0.17485666666666674,0.0226017192408825
1.7,0.15689000000000003,0.02134293632644025
1.8,0.14178333333333332,0.020559620339533197
2.0,0.11699666666666667,0.018354131045537996
2.5,0.07132666666666668,0.011008521255367817
